"","country","year","p","thr","avg","topavg","minp"
"1","URY","2009",0.9,250457.940814293,257932.161003063,502232.399481553,0.25
"2","URY","2009",0.91,265828.270268636,273839.923470219,529376.870423607,0.25
"3","URY","2009",0.92,282091.159762321,291194.957069225,561318.988792781,0.25
"4","URY","2009",0.93,301812.389338511,314088.542162739,599908.13618186,0.25
"5","URY","2009",0.94,327366.944337773,343120.879103482,647544.735185047,0.25
"6","URY","2009",0.95,360647.638523701,379907.271920777,708429.50640136,0.25
"7","URY","2009",0.96,400864.478614591,429833.573620248,790560.065021505,0.25
"8","URY","2009",0.97,463644.401689815,509621.542124663,910802.228821924,0.25
"9","URY","2009",0.98,563522.3839266,645704.608689902,1111392.57217055,0.25
"10","URY","2009",0.99,760307.424324355,777548.161235959,1577080.53565121,0.25
"11","URY","2009",0.991,794870.246666709,814082.380325515,1665917.46614179,0.25
"12","URY","2009",0.992,833800.071635999,858953.310031508,1772396.85186882,0.25
"13","URY","2009",0.993,886430.485661582,917845.742722797,1902888.78641701,0.25
"14","URY","2009",0.994,952650.687159564,991479.973533938,2067062.62703271,0.25
"15","URY","2009",0.995,1033878.98962282,1087714.18749708,2282179.15773247,0.25
"16","URY","2009",0.996,1149756.74826227,1226797.62960188,2580795.40029132,0.25
"17","URY","2009",0.997,1317517.91459403,1456314.92278345,3032127.99052113,0.25
"18","URY","2009",0.998,1622352.41565374,1904871.24244902,3820034.52438997,0.25
"19","URY","2009",0.999,2323258.02806725,2379699.90589135,5735197.80633092,0.25
"20","URY","2009",0.9991,2445508.40673918,2517390.85267089,6108030.90637971,0.25
"21","URY","2009",0.9992,2594785.9913973,2683249.26663731,6556860.91309325,0.25
"22","URY","2009",0.9993,2772614.95897659,2879456.61823516,7110234.00544402,0.25
"23","URY","2009",0.9994,3016491.74990185,3163384.44143459,7815363.56997869,0.25
"24","URY","2009",0.9995,3323349.43900848,3537054.52440594,8745759.39568731,0.25
"25","URY","2009",0.9996,3792686.54671892,4078818.75158181,10047935.6135073,0.25
"26","URY","2009",0.9997,4414966.27550963,4858370.39366972,12037641.2341513,0.25
"27","URY","2009",0.9998,5442555.93980084,6471744.702806,15627276.6543921,0.25
"28","URY","2009",0.9999,8084089.17682832,24782808.6059782,24782808.6059782,0.25
"29","URY","2010",0.9,290253.694334981,298340.524787425,574705.201052706,0.259999990463257
"30","URY","2010",0.91,306776.549832766,315161.193498119,605412.387304404,0.259999990463257
"31","URY","2010",0.92,324399.559231593,335680.640309673,641693.786530189,0.259999990463257
"32","URY","2010",0.93,347969.168894896,361675.182709105,685409.950275977,0.259999990463257
"33","URY","2010",0.94,376580.007757693,394647.765926171,739365.744870456,0.259999990463257
"34","URY","2010",0.95,414454.329798123,435852.705525046,808309.340659313,0.259999990463257
"35","URY","2010",0.96,460768.2832199,495146.013397588,901423.499442879,0.259999990463257
"36","URY","2010",0.97,535095.488871279,587779.314628143,1036849.32812464,0.259999990463257
"37","URY","2010",0.98,649416.104183269,743478.037526179,1261384.33487289,0.259999990463257
"38","URY","2010",0.99,876124.928619264,894189.400569499,1779290.63221961,0.259999990463257
"39","URY","2010",0.991,913792.070857198,934645.087748996,1877635.21351406,0.259999990463257
"40","URY","2010",0.992,958205.841880461,986533.512371843,1995508.9792347,0.259999990463257
